LinkId,Speed_kmh_count,Speed_kmh_mean,Speed_kmh_std,Speed_kmh_min,Speed_kmh_25,Speed_kmh_50,Speed_kmh_75,Speed_kmh_max,Median,SrcLatitude,SrcLongitude,DestLatitude,DestLongitude,LatitudeMean,LongitudeMean
LRo_13-42,137419.0,19.06863745785081,8.18019874497509,2.652,14.9642633,19.89,23.749253699999997,73.44,19.89,45.553235,-73.58040799999999,45.543054999999995,-73.589277,45.548145,-73.5848425
LRo_32-35,200426.0,15.44982641059044,9.600319061705429,1.016,8.8776699,15.24,20.32,73.152,15.24,45.531055,-73.598472,45.534917,-73.594972,45.532986,-73.596722
LRo_35-32,198688.0,12.40560662411268,8.571404071592713,1.016,7.115953299999999,11.7987097,15.630769199999998,73.152,11.7987097,45.534917,-73.594972,45.531055,-73.598472,45.532986,-73.596722
LRo_42-13,114121.0,20.291833129415267,9.382596576645579,2.652,14.164985199999998,21.9981567,26.228571399999996,74.5875,21.9981567,45.543054999999995,-73.589277,45.553235,-73.58040799999999,45.548145,-73.5848425
LSC_66-69,88797.0,11.697201633503386,9.270227518650863,0.53,4.0423729,10.7191011,15.1428571,59.625,10.7191011,45.504283,-73.568733,45.5063,-73.56693299999999,45.5052915,-73.567833
LSC_69-71,40309.0,9.763999136408742,9.498281310431569,0.224,3.9145631,6.72,12.218181800000002,57.6,6.72,45.5063,-73.56693299999999,45.50715,-73.56616700000001,45.506725,-73.56655
LSC_71-77,45095.0,12.509022011225193,10.229614189562138,0.4,4.3636364,11.25,17.142857100000004,55.3846154,11.25,45.50715,-73.56616700000001,45.508683000000005,-73.564817,45.50791650000001,-73.565492
LSC_76-94,102335.0,14.492059333765571,9.452320029124163,0.76,7.4347826,13.8181818,18.739726,59.478260899999995,13.8181818,45.509867,-73.5638,45.512783,-73.56125,45.511325,-73.562525
LSC_77-76,127840.0,14.122682382407696,13.230047331502501,0.308,3.465,9.24,22.176,55.44,9.24,45.508683000000005,-73.564817,45.509867,-73.5638,45.509275,-73.56430850000001
LSC_92-93,122510.0,16.243271548202593,14.632773337767704,0.444,3.5362832,11.7529412,25.7806452,61.4769231,11.7529412,45.51375,-73.56043299999999,45.515433,-73.558883,45.5145915,-73.55965799999998
LSC_94-92,150673.0,16.30102927428139,12.597441200875474,0.25,5.921052599999999,14.0625,25.0,64.2857143,14.0625,45.512783,-73.56125,45.51375,-73.56043299999999,45.5132665,-73.5608415
LSD_30-29,171458.0,13.182753955704023,7.601431197033629,1.724,6.478496900000001,13.551091699999999,18.041860500000002,68.96,13.551091699999999,45.516999999999996,-73.56744499999999,45.512722,-73.558222,45.514860999999996,-73.5628335
LSD_30-31,88633.0,14.731080691735588,9.311872988539816,2.528,5.2952676,15.134368099999998,22.5267327,71.8484211,15.134368099999998,45.516999999999996,-73.56744499999999,45.52625,-73.587888,45.521625,-73.57766649999999
LSD_30-50,121099.0,15.85611207327476,13.076841642021147,0.952,3.2953845999999998,14.9008696,23.1567568,74.5043478,14.9008696,45.516999999999996,-73.56744499999999,45.519333,-73.572583,45.5181665,-73.57001399999999
LSD_30-89,177346.0,17.435190060806562,12.514871363707126,0.42,8.3076923,14.8235294,26.0689655,58.153846200000004,14.8235294,45.516999999999996,-73.56744499999999,45.515917,-73.56523299999999,45.5164585,-73.566339
LSD_31-30,190624.0,20.258462288073382,10.67646043268699,2.528,12.166844900000001,20.8733945,27.522580600000005,72.61276600000001,20.8733945,45.52625,-73.587888,45.516999999999996,-73.56744499999999,45.521625,-73.57766649999999
LSD_31-32,305940.0,27.520138487803493,13.474878948672819,1.964,21.4254545,28.2816,35.352,73.65,28.2816,45.52625,-73.587888,45.531055,-73.598472,45.5286525,-73.59318
LSD_31-50,271722.0,22.333421119093043,11.158042457080807,2.838,14.9806452,21.6457627,28.538547499999996,74.03478259999999,21.6457627,45.52625,-73.587888,45.519333,-73.572583,45.5227915,-73.5802355
LSD_32-31,380197.0,27.529669696764053,13.517903944031643,1.966,21.7104294,27.4325581,34.3572816,73.725,27.4325581,45.531055,-73.598472,45.52625,-73.587888,45.5286525,-73.59318
